wam.txt 0 :	0 0 0 
wam.txt 8539 :	0 0 1 
wam.txt 8540 :	0 1 1 
wam.txt 8541 :	0 1 1 
wam.txt 8542 :	0 0 1 
wam.txt 8543 :	0 0 1 
wam.txt 8544 :	0 0 1 
wam.txt 8545 :	0 1 1 
wam.txt 8546 :	0 0 1 
wam.txt 8547 :	0 0 1 
wam.txt 8548 :	0 0 1 
wam.txt 8549 :	0 0 1 
wam.txt 8550 :	0 1 0 
wam.txt 8551 :	1 1 1 
wam.txt 8552 :	1 0 1 
wam.txt 8553 :	0 1 1 
wam.txt 8554 :	0 1 1 
wam.txt 8555 :	1 1 0 
wam.txt 8556 :	0 1 0 
wam.txt 8557 :	0 1 0 
wam.txt 8558 :	0 0 1 
wam.txt 8559 :	0 0 1 
wam.txt 8560 :	0 1 1 
wam.txt 8561 :	0 1 1 
wam.txt 8562 :	0 0 1 
wam.txt 8563 :	0 0 1 
wam.txt 8564 :	0 0 1 
wam.txt 8565 :	0 1 1 
wam.txt 8566 :	0 0 1 
wam.txt 8567 :	0 1 1 
wam.txt 8568 :	0 1 1 
wam.txt 8569 :	0 1 0 
wam.txt 8570 :	0 1 1 
wam.txt 8571 :	0 0 1 
wam.txt 8572 :	0 1 1 
wam.txt 8573 :	0 0 1 
wam.txt 8574 :	0 0 1 
wam.txt 8575 :	0 1 1 
wam.txt 8576 :	0 1 1 
wam.txt 8577 :	0 1 1 
wam.txt 8578 :	0 1 1 
wam.txt 8579 :	0 0 1 
wam.txt 8580 :	0 0 0 
wam.txt 8581 :	0 0 1 
wam.txt 8582 :	0 1 1 
wam.txt 8583 :	0 0 1 
wam.txt 8584 :	0 0 1 
wam.txt 8585 :	0 0 1 
wam.txt 8586 :	0 0 1 
wam.txt 8587 :	1 0 1 
wam.txt 8588 :	0 1 1 
wam.txt 8589 :	0 1 1 
wam.txt 8590 :	0 1 0 
wam.txt 8591 :	0 1 1 
wam.txt 8592 :	0 0 1 
wam.txt 8593 :	0 1 1 
wam.txt 8594 :	0 1 1 
wam.txt 8595 :	0 1 1 
wam.txt 8596 :	0 0 1 
wam.txt 8597 :	1 0 1 
wam.txt 8598 :	0 0 1 
wam.txt 8599 :	0 0 1 
wam.txt 8600 :	0 0 1 
wam.txt 8601 :	0 1 1 
wam.txt 8602 :	0 1 0 
wam.txt 8603 :	0 0 1 
wam.txt 8604 :	0 1 1 
wam.txt 8605 :	0 1 1 
wam.txt 8606 :	0 0 1 
wam.txt 8607 :	0 0 1 
wam.txt 8608 :	0 0 1 
wam.txt 8609 :	0 0 1 
wam.txt 8610 :	1 1 1 
wam.txt 8611 :	0 0 0 
wam.txt 8612 :	0 1 1 
wam.txt 8613 :	0 0 1 
wam.txt 8614 :	0 1 1 
wam.txt 8615 :	0 0 1 
wam.txt 8616 :	0 1 1 
wam.txt 8617 :	0 1 1 
wam.txt 8618 :	0 1 1 
wam.txt 8619 :	0 0 1 
wam.txt 8620 :	0 0 1 
wam.txt 8621 :	0 1 1 
wam.txt 8622 :	0 0 1 
wam.txt 8623 :	0 1 1 
wam.txt 8624 :	0 0 1 
wam.txt 8625 :	0 0 1 
wam.txt 8626 :	0 0 1 
wam.txt 8627 :	0 0 1 
wam.txt 8628 :	0 1 1 
wam.txt 8629 :	0 0 0 
wam.txt 8630 :	0 1 1 
wam.txt 8631 :	0 0 1 
wam.txt 8632 :	0 0 0 
wam.txt 8633 :	0 0 1 
wam.txt 8634 :	0 1 1 
wam.txt 8635 :	0 1 1 
wam.txt 8636 :	0 0 1 
wam.txt 8637 :	0 1 1 
wam.txt 8638 :	0 0 1 
wam.txt 8639 :	0 1 1 
wam.txt 8640 :	0 0 1 
wam.txt 8641 :	0 0 1 
wam.txt 8642 :	0 0 1 
wam.txt 8643 :	0 1 1 
wam.txt 8644 :	0 1 0 
wam.txt 8645 :	0 0 1 
wam.txt 8646 :	0 1 1 
wam.txt 8647 :	0 0 1 
wam.txt 8648 :	0 1 1 
wam.txt 8649 :	0 1 1 
wam.txt 8650 :	0 1 1 
wam.txt 8651 :	0 0 1 
wam.txt 8652 :	0 1 1 
wam.txt 8653 :	0 1 1 
wam.txt 8654 :	0 0 1 
wam.txt 8655 :	0 0 1 
wam.txt 8656 :	0 0 1 
wam.txt 8657 :	0 1 1 
wam.txt 8658 :	0 0 1 
wam.txt 8659 :	0 1 1 
wam.txt 8660 :	0 1 1 
wam.txt 8661 :	0 0 1 
wam.txt 8662 :	0 0 1 
wam.txt 8663 :	0 1 1 
wam.txt 8664 :	0 0 1 
wam.txt 8665 :	0 1 1 
wam.txt 8666 :	0 0 1 
wam.txt 8667 :	0 0 1 
wam.txt 8668 :	0 0 1 
wam.txt 8669 :	0 0 0 
wam.txt 8670 :	0 0 1 
wam.txt 8671 :	0 0 0 
wam.txt 8672 :	0 1 1 
wam.txt 8673 :	0 0 1 
wam.txt 8674 :	1 1 1 
wam.txt 8675 :	0 0 1 
wam.txt 8676 :	0 1 1 
wam.txt 8677 :	0 0 1 
wam.txt 8678 :	0 0 1 
wam.txt 8679 :	0 1 1 
wam.txt 8680 :	0 1 1 
wam.txt 8681 :	0 1 1 
wam.txt 8682 :	0 0 1 
wam.txt 8683 :	0 1 1 
wam.txt 8684 :	0 1 1 
wam.txt 8685 :	0 1 1 
wam.txt 8686 :	0 1 1 
wam.txt 8687 :	0 0 1 
wam.txt 8688 :	0 1 1 
wam.txt 8689 :	0 0 1 
wam.txt 8690 :	0 1 1 
wam.txt 8691 :	0 0 0 
wam.txt 8692 :	0 0 0 
wam.txt 8693 :	0 0 1 
wam.txt 8694 :	0 0 1 
wam.txt 8695 :	0 1 1 
wam.txt 8696 :	0 0 1 
wam.txt 8697 :	0 0 1 
wam.txt 8698 :	0 0 1 
wam.txt 8699 :	0 1 1 
wam.txt 8700 :	0 0 1 
wam.txt 8701 :	0 1 1 
wam.txt 8702 :	0 0 0 
wam.txt 8703 :	0 1 1 
wam.txt 8704 :	0 0 1 
wam.txt 8705 :	0 0 1 
wam.txt 8706 :	0 0 0 
wam.txt 8707 :	0 1 1 
wam.txt 8708 :	0 0 1 
wam.txt 8709 :	1 0 1 
wam.txt 8710 :	0 1 1 
wam.txt 8711 :	0 0 1 
wam.txt 8712 :	0 0 1 
wam.txt 8713 :	1 0 1 
wam.txt 8714 :	0 1 1 
wam.txt 8715 :	0 1 1 
wam.txt 8716 :	0 1 1 
wam.txt 8717 :	0 1 1 
wam.txt 8718 :	1 0 0 
wam.txt 8719 :	0 1 1 
wam.txt 8720 :	0 1 1 
wam.txt 8721 :	0 1 1 
wam.txt 8722 :	0 0 1 
wam.txt 8723 :	0 0 1 
wam.txt 8724 :	0 0 1 
wam.txt 8725 :	0 1 1 
wam.txt 8726 :	0 1 1 
wam.txt 8727 :	0 1 1 
wam.txt 8728 :	0 0 1 
wam.txt 8729 :	0 0 1 
wam.txt 8730 :	0 1 1 
wam.txt 8731 :	0 0 1 
wam.txt 8732 :	0 1 1 
wam.txt 8733 :	0 1 1 
wam.txt 8734 :	0 1 1 
wam.txt 8735 :	0 0 1 
wam.txt 8736 :	0 0 1 
wam.txt 8737 :	0 0 1 
wam.txt 8738 :	0 0 1 
wam.txt 8739 :	0 0 1 
wam.txt 8740 :	0 0 1 
wam.txt 8741 :	0 1 1 
wam.txt 8742 :	0 1 1 
wam.txt 8743 :	0 1 1 
wam.txt 8744 :	0 0 1 
wam.txt 8745 :	0 1 1 
wam.txt 8746 :	1 0 0 
wam.txt 8747 :	0 1 1 
wam.txt 8748 :	0 0 0 
wam.txt 8749 :	0 1 1 
wam.txt 8750 :	0 0 1 
wam.txt 8751 :	0 1 1 
wam.txt 8752 :	0 1 1 
wam.txt 8753 :	0 0 1 
wam.txt 8754 :	0 0 1 
wam.txt 8755 :	0 0 0 
wam.txt 8756 :	1 0 1 
wam.txt 8757 :	0 0 1 
wam.txt 8758 :	1 1 1 
wam.txt 8759 :	0 1 1 
wam.txt 8760 :	0 1 1 
wam.txt 8761 :	0 0 1 
wam.txt 8762 :	0 1 1 
wam.txt 8763 :	0 0 1 
wam.txt 8764 :	0 0 1 
wam.txt 8765 :	0 1 1 
wam.txt 8766 :	0 1 1 
wam.txt 8767 :	1 1 1 
wam.txt 8768 :	0 1 0 
wam.txt 8769 :	0 0 1 
wam.txt 8770 :	0 0 1 
wam.txt 8771 :	0 1 1 
wam.txt 8772 :	0 1 1 
wam.txt 8773 :	1 1 1 
wam.txt 8774 :	0 0 1 
wam.txt 8775 :	0 1 1 
wam.txt 8776 :	1 0 1 
wam.txt 8777 :	1 0 1 
wam.txt 8778 :	0 1 1 
wam.txt 8779 :	0 0 1 
wam.txt 8780 :	0 1 1 
wam.txt 8781 :	0 1 1 
wam.txt 8782 :	0 1 1 
wam.txt 8783 :	0 0 1 
wam.txt 8784 :	0 1 1 
wam.txt 8785 :	0 0 1 
wam.txt 8786 :	0 0 1 
wam.txt 8787 :	0 0 1 
wam.txt 8788 :	0 0 1 
wam.txt 8789 :	0 0 0 
wam.txt 8790 :	1 0 1 
wam.txt 8791 :	0 0 1 
wam.txt 8792 :	0 0 1 
wam.txt 8793 :	0 1 1 
wam.txt 8794 :	0 1 1 
wam.txt 8795 :	0 0 1 
wam.txt 8796 :	0 1 1 
wam.txt 8797 :	0 1 1 
wam.txt 8798 :	0 0 1 
wam.txt 8799 :	0 1 1 
wam.txt 8800 :	1 1 1 
wam.txt 8801 :	0 1 1 
wam.txt 8802 :	0 1 0 
wam.txt 8803 :	0 0 1 
wam.txt 8804 :	0 1 0 
wam.txt 8805 :	0 1 1 
wam.txt 8806 :	0 0 1 
wam.txt 8807 :	0 1 1 
wam.txt 8808 :	0 1 1 
wam.txt 8809 :	0 1 1 
wam.txt 8810 :	0 1 0 
wam.txt 8811 :	0 1 1 
wam.txt 8812 :	0 1 1 
wam.txt 8813 :	0 1 1 
wam.txt 8814 :	0 1 0 
wam.txt 8815 :	0 1 1 
wam.txt 8816 :	0 1 1 
wam.txt 8817 :	0 0 1 
wam.txt 8818 :	0 1 1 
wam.txt 8819 :	0 1 1 
wam.txt 8820 :	0 1 1 
wam.txt 8821 :	0 0 1 
wam.txt 8822 :	1 0 1 
wam.txt 8823 :	0 0 1 
wam.txt 8824 :	0 0 1 
wam.txt 8825 :	0 1 1 
wam.txt 8826 :	0 0 1 
wam.txt 8827 :	0 0 1 
wam.txt 8828 :	1 1 0 
wam.txt 8829 :	1 0 1 
wam.txt 8830 :	0 1 1 
wam.txt 8831 :	0 1 1 
wam.txt 8832 :	0 0 1 
wam.txt 8833 :	0 0 1 
wam.txt 8834 :	0 1 1 
wam.txt 8835 :	0 0 1 
wam.txt 8836 :	1 1 1 
wam.txt 8837 :	0 1 1 
wam.txt 8838 :	0 1 0 
wam.txt 8839 :	0 0 1 
wam.txt 8840 :	0 0 1 
wam.txt 8841 :	0 0 1 
wam.txt 8842 :	0 0 1 
wam.txt 8843 :	0 1 1 
wam.txt 8844 :	0 0 1 
wam.txt 8845 :	0 1 1 
wam.txt 8846 :	0 1 1 
wam.txt 8847 :	0 0 1 
wam.txt 8848 :	0 0 1 
wam.txt 8849 :	0 0 1 
wam.txt 8850 :	0 1 1 
wam.txt 8851 :	0 1 1 
wam.txt 8852 :	0 1 1 
wam.txt 8853 :	0 0 1 
wam.txt 8854 :	1 0 1 
wam.txt 8855 :	0 1 1 
wam.txt 8856 :	0 1 1 
wam.txt 8857 :	0 0 1 
wam.txt 8858 :	0 1 1 
wam.txt 8859 :	0 0 1 
wam.txt 8860 :	0 1 0 
wam.txt 8861 :	0 0 1 
wam.txt 8862 :	0 0 1 
wam.txt 8863 :	0 0 0 
wam.txt 8864 :	0 1 1 
wam.txt 8865 :	0 0 1 
wam.txt 8866 :	0 0 1 
wam.txt 8867 :	0 0 1 
wam.txt 8868 :	0 1 1 
wam.txt 8869 :	0 0 1 
wam.txt 8870 :	0 0 1 
wam.txt 8871 :	0 1 1 
wam.txt 8872 :	1 1 1 
wam.txt 8873 :	1 0 1 
wam.txt 8874 :	0 1 1 
wam.txt 8875 :	0 1 1 
wam.txt 8876 :	0 0 1 
wam.txt 8877 :	1 1 1 
wam.txt 8878 :	1 1 1 
wam.txt 8879 :	1 1 1 
wam.txt 8880 :	0 0 1 
wam.txt 8881 :	0 0 0 
wam.txt 8882 :	0 0 1 
wam.txt 8883 :	0 0 1 
wam.txt 8884 :	0 1 1 
wam.txt 8885 :	0 1 1 
wam.txt 8886 :	0 1 1 
wam.txt 8887 :	0 1 1 
wam.txt 8888 :	0 1 1 
wam.txt 8889 :	0 0 1 
wam.txt 8890 :	0 0 1 
wam.txt 8891 :	0 1 0 
wam.txt 8892 :	0 0 1 
wam.txt 8893 :	0 1 0 
wam.txt 8894 :	0 1 1 
wam.txt 8895 :	0 0 1 
wam.txt 8896 :	0 0 0 
wam.txt 8897 :	0 1 1 
wam.txt 8898 :	0 0 1 
wam.txt 8899 :	0 1 1 
wam.txt 8900 :	0 0 1 
wam.txt 8901 :	0 0 1 
wam.txt 8902 :	0 1 1 
wam.txt 8903 :	0 1 1 
wam.txt 8904 :	0 1 1 
wam.txt 8905 :	0 0 1 
wam.txt 8906 :	0 0 1 
wam.txt 8907 :	0 1 1 
wam.txt 8908 :	0 0 1 
wam.txt 8909 :	0 1 1 
wam.txt 8910 :	0 1 1 
wam.txt 8911 :	0 0 1 
wam.txt 8912 :	0 1 1 
wam.txt 8913 :	0 0 1 
wam.txt 8914 :	0 1 1 
wam.txt 8915 :	0 1 1 
wam.txt 8916 :	0 0 1 
wam.txt 8917 :	0 1 1 
wam.txt 8918 :	0 0 1 
wam.txt 8919 :	0 0 1 
wam.txt 8920 :	0 0 1 
wam.txt 8921 :	0 1 1 
wam.txt 8922 :	0 1 1 
wam.txt 8923 :	0 1 1 
wam.txt 8924 :	0 1 1 
wam.txt 8925 :	0 1 1 
wam.txt 8926 :	0 1 1 
wam.txt 8927 :	1 1 1 
wam.txt 8928 :	0 0 1 
wam.txt 8929 :	0 0 1 
wam.txt 8930 :	0 0 0 
wam.txt 8931 :	1 0 1 
wam.txt 8932 :	0 0 1 
wam.txt 8933 :	0 0 1 
wam.txt 8934 :	0 0 1 
wam.txt 8935 :	0 0 1 
wam.txt 8936 :	0 1 1 
wam.txt 8937 :	0 0 1 
wam.txt 8938 :	0 0 0 
wam.txt 8939 :	0 1 1 
wam.txt 8940 :	0 1 1 
wam.txt 8941 :	0 0 1 
wam.txt 8942 :	0 1 1 
wam.txt 8943 :	0 0 1 
wam.txt 8944 :	0 0 1 
wam.txt 8945 :	0 0 1 
wam.txt 8946 :	0 1 1 
wam.txt 8947 :	0 0 1 
wam.txt 8948 :	0 0 1 
wam.txt 8949 :	0 0 0 
wam.txt 8950 :	1 1 1 
wam.txt 8951 :	0 1 1 
wam.txt 8952 :	0 1 0 
wam.txt 8953 :	0 0 1 
wam.txt 8954 :	1 0 1 
wam.txt 8955 :	0 1 1 
wam.txt 8956 :	0 0 1 
wam.txt 8957 :	0 1 1 
wam.txt 8958 :	0 0 0 
wam.txt 8959 :	0 0 1 
wam.txt 8960 :	0 0 1 
wam.txt 8961 :	0 0 1 
wam.txt 8962 :	0 1 1 
wam.txt 8963 :	0 0 1 
wam.txt 8964 :	0 1 1 
wam.txt 8965 :	1 1 1 
wam.txt 8966 :	0 1 1 
wam.txt 8967 :	0 0 1 
wam.txt 8968 :	0 1 1 
wam.txt 8969 :	0 1 1 
wam.txt 8970 :	0 0 1 
wam.txt 8971 :	0 0 1 
wam.txt 8972 :	0 0 1 
wam.txt 8973 :	0 0 1 
wam.txt 8974 :	0 0 1 
wam.txt 8975 :	1 1 1 
wam.txt 8976 :	0 1 1 
wam.txt 8977 :	0 0 1 
wam.txt 8978 :	0 1 1 
wam.txt 8979 :	0 1 1 
wam.txt 8980 :	0 1 1 
wam.txt 8981 :	0 1 1 
wam.txt 8982 :	0 1 1 
wam.txt 8983 :	0 1 1 
wam.txt 8984 :	0 0 1 
wam.txt 8985 :	0 1 1 
wam.txt 8986 :	0 0 1 
wam.txt 8987 :	0 1 1 
wam.txt 8988 :	0 0 1 
wam.txt 8989 :	0 0 1 
wam.txt 8990 :	0 0 1 
wam.txt 8991 :	0 1 1 
wam.txt 8992 :	0 1 1 
wam.txt 8993 :	0 0 1 
wam.txt 8994 :	0 1 1 
wam.txt 8995 :	0 0 1 
wam.txt 8996 :	0 1 1 
wam.txt 8997 :	0 0 1 
wam.txt 8998 :	0 1 0 
wam.txt 8999 :	0 1 1 
wam.txt 9000 :	0 0 1 
wam.txt 9001 :	0 1 1 
wam.txt 9002 :	0 0 1 
wam.txt 9003 :	0 1 1 
wam.txt 9004 :	0 1 1 
wam.txt 9005 :	0 1 1 
wam.txt 9006 :	1 1 1 
wam.txt 9007 :	0 0 1 
wam.txt 9008 :	0 0 1 
wam.txt 9009 :	0 0 1 
wam.txt 9010 :	0 1 1 
wam.txt 9011 :	0 0 1 
wam.txt 9012 :	0 0 1 
wam.txt 9013 :	0 1 1 
wam.txt 9014 :	0 0 1 
wam.txt 9015 :	0 1 1 
wam.txt 9016 :	0 0 1 
wam.txt 9017 :	0 0 1 
wam.txt 9018 :	1 1 1 
wam.txt 9019 :	0 1 1 
wam.txt 9020 :	0 1 1 
wam.txt 9021 :	0 0 1 
wam.txt 9022 :	0 1 1 
wam.txt 9023 :	0 1 1 
wam.txt 9024 :	0 1 1 
wam.txt 9025 :	0 1 0 
wam.txt 9026 :	0 0 0 
wam.txt 9027 :	0 0 1 
wam.txt 9028 :	0 0 1 
wam.txt 9029 :	1 1 1 
wam.txt 9030 :	0 1 1 
wam.txt 9031 :	0 1 1 
wam.txt 9032 :	1 0 1 
wam.txt 9033 :	0 0 0 
wam.txt 9034 :	0 0 1 
wam.txt 9035 :	0 1 1 
wam.txt 9036 :	0 1 0 
wam.txt 9037 :	0 0 0 
wam.txt 9038 :	1 1 1 
wam.txt 9039 :	0 0 1 
wam.txt 9040 :	0 0 1 
wam.txt 9041 :	0 0 1 
wam.txt 9042 :	0 1 1 
wam.txt 9043 :	0 0 1 
wam.txt 9044 :	1 0 1 
wam.txt 9045 :	0 1 1 
wam.txt 9046 :	0 0 1 
wam.txt 9047 :	1 0 1 
wam.txt 9048 :	0 0 1 
wam.txt 9049 :	0 1 1 
wam.txt 9050 :	0 0 1 
wam.txt 9051 :	0 1 1 
wam.txt 9052 :	0 0 1 
wam.txt 9053 :	0 1 1 
wam.txt 9054 :	1 1 1 
wam.txt 9055 :	0 1 1 
wam.txt 9056 :	0 1 1 
wam.txt 9057 :	0 1 1 
wam.txt 9058 :	0 0 1 
wam.txt 9059 :	0 0 1 
wam.txt 9060 :	0 1 1 
wam.txt 9061 :	0 1 1 
wam.txt 9062 :	0 1 1 
wam.txt 9063 :	1 1 1 
wam.txt 9064 :	0 1 1 
wam.txt 9065 :	1 1 1 
wam.txt 9066 :	0 0 1 
wam.txt 9067 :	0 1 1 
wam.txt 9068 :	0 1 1 
wam.txt 9069 :	0 1 0 
wam.txt 9070 :	0 1 1 
wam.txt 9071 :	0 0 1 
wam.txt 9072 :	0 1 1 
wam.txt 9073 :	0 0 1 
wam.txt 9074 :	0 1 1 
wam.txt 9075 :	0 0 1 
wam.txt 9076 :	0 1 1 
wam.txt 9077 :	0 0 1 
wam.txt 9078 :	0 1 1 
wam.txt 9079 :	0 0 1 
wam.txt 9080 :	1 0 1 
wam.txt 9081 :	0 1 1 
wam.txt 9082 :	0 0 1 
wam.txt 9083 :	0 1 0 
wam.txt 9084 :	0 1 1 
wam.txt 9085 :	0 1 1 
wam.txt 9086 :	0 1 1 
wam.txt 9087 :	0 0 1 
wam.txt 9088 :	0 1 1 
wam.txt 9089 :	1 1 1 
wam.txt 9090 :	0 0 1 
wam.txt 9091 :	0 1 1 
wam.txt 9092 :	0 1 1 
wam.txt 9093 :	0 1 1 
wam.txt 9094 :	0 0 1 
wam.txt 9095 :	0 0 1 
wam.txt 9096 :	0 0 1 
wam.txt 9097 :	0 0 1 
wam.txt 9098 :	0 0 1 
wam.txt 9099 :	0 0 1 
wam.txt 9100 :	0 1 1 
wam.txt 9101 :	0 0 1 
wam.txt 9102 :	1 0 1 
wam.txt 9103 :	0 0 1 
wam.txt 9104 :	0 1 1 
wam.txt 9105 :	0 1 1 
wam.txt 9106 :	0 0 1 
wam.txt 9107 :	0 0 1 
wam.txt 9108 :	0 0 0 
wam.txt 9109 :	0 0 1 
wam.txt 9110 :	1 0 1 
wam.txt 9111 :	0 1 1 
wam.txt 9112 :	0 1 1 
wam.txt 9113 :	0 0 1 
wam.txt 9114 :	0 1 1 
wam.txt 9115 :	0 0 1 
wam.txt 9116 :	1 0 1 
wam.txt 9117 :	0 0 1 
wam.txt 9118 :	0 1 1 
wam.txt 9119 :	0 0 1 
wam.txt 9120 :	0 0 1 
wam.txt 9121 :	0 0 1 
wam.txt 9122 :	0 0 1 
wam.txt 9123 :	0 0 1 
wam.txt 9124 :	0 1 1 
wam.txt 9125 :	0 1 1 
wam.txt 9126 :	0 1 1 
wam.txt 9127 :	0 1 1 
wam.txt 9128 :	0 0 1 
wam.txt 9129 :	0 0 0 
wam.txt 9130 :	0 0 0 
wam.txt 9131 :	0 1 1 
wam.txt 9132 :	0 1 1 
wam.txt 9133 :	0 1 1 
wam.txt 9134 :	0 1 1 
wam.txt 9135 :	0 0 1 
wam.txt 9136 :	0 1 1 
wam.txt 9137 :	0 0 1 
wam.txt 9138 :	0 0 1 
wam.txt 9139 :	0 1 1 
wam.txt 9140 :	0 0 1 
wam.txt 9141 :	0 1 1 
wam.txt 9142 :	0 0 1 
wam.txt 9143 :	0 1 1 
wam.txt 9144 :	0 0 1 
wam.txt 9145 :	0 1 1 
wam.txt 9146 :	0 1 1 
wam.txt 9147 :	0 1 1 
wam.txt 9148 :	1 0 1 
wam.txt 9149 :	0 0 1 
wam.txt 9150 :	0 0 1 
wam.txt 9151 :	1 0 1 
wam.txt 9152 :	0 0 1 
wam.txt 9153 :	0 0 1 
wam.txt 9154 :	0 1 1 
wam.txt 9155 :	1 1 0 
wam.txt 9156 :	0 1 0 
wam.txt 9157 :	0 1 1 
wam.txt 9158 :	0 1 1 
wam.txt 9159 :	0 1 1 
wam.txt 9160 :	0 1 1 
wam.txt 9161 :	0 0 1 
wam.txt 9162 :	0 1 1 
wam.txt 9163 :	0 0 1 
wam.txt 9164 :	1 1 1 
wam.txt 9165 :	0 1 1 
wam.txt 9166 :	0 0 1 
wam.txt 9167 :	1 0 0 
wam.txt 9168 :	0 1 1 
wam.txt 9169 :	0 0 1 
wam.txt 9170 :	0 0 1 
wam.txt 9171 :	0 0 1 
wam.txt 9172 :	1 1 1 
wam.txt 9173 :	0 0 1 
wam.txt 9174 :	0 0 1 
wam.txt 9175 :	0 0 1 
wam.txt 9176 :	1 0 0 
wam.txt 9177 :	0 0 1 
wam.txt 9178 :	0 0 1 
wam.txt 9179 :	0 1 0 
wam.txt 9180 :	0 0 1 
wam.txt 9181 :	0 0 0 
wam.txt 9182 :	0 0 1 
wam.txt 9183 :	0 1 1 
wam.txt 9184 :	0 1 1 
wam.txt 9185 :	0 1 1 
wam.txt 9186 :	0 0 1 
wam.txt 9187 :	0 0 0 
wam.txt 9188 :	1 1 1 
wam.txt 9189 :	0 1 1 
wam.txt 9190 :	1 1 1 
wam.txt 9191 :	0 1 1 
wam.txt 9192 :	0 0 0 
wam.txt 9193 :	0 1 1 
wam.txt 9194 :	0 1 0 
wam.txt 9195 :	0 0 1 
wam.txt 9196 :	0 1 1 
wam.txt 9197 :	0 1 1 
wam.txt 9198 :	0 1 1 
wam.txt 9199 :	1 0 1 
wam.txt 9200 :	0 0 1 
wam.txt 9201 :	0 1 1 
wam.txt 9202 :	0 0 1 
wam.txt 9203 :	0 0 1 
wam.txt 9204 :	0 1 1 
wam.txt 9205 :	1 0 1 
wam.txt 9206 :	0 1 0 
wam.txt 9207 :	0 1 1 
wam.txt 9208 :	0 0 1 
wam.txt 9209 :	0 0 1 
wam.txt 9210 :	0 1 1 
wam.txt 9211 :	1 1 0 
wam.txt 9212 :	1 0 1 
wam.txt 9213 :	1 1 1 
wam.txt 9214 :	0 0 1 
wam.txt 9215 :	1 1 1 
wam.txt 9216 :	0 0 1 
wam.txt 9217 :	1 1 1 
wam.txt 9218 :	0 1 1 
wam.txt 9219 :	0 0 0 
wam.txt 9220 :	0 1 1 
wam.txt 9221 :	0 0 0 
wam.txt 9222 :	1 0 1 
wam.txt 9223 :	0 0 1 
wam.txt 9224 :	0 1 1 
wam.txt 9225 :	0 1 1 
wam.txt 9226 :	0 1 1 
wam.txt 9227 :	0 1 1 
wam.txt 9228 :	0 0 1 
wam.txt 9229 :	0 1 1 
wam.txt 9230 :	0 1 1 
wam.txt 9231 :	0 1 1 
wam.txt 9232 :	0 0 1 
wam.txt 9233 :	1 0 1 
wam.txt 9234 :	0 0 1 
wam.txt 9235 :	0 0 0 
wam.txt 9236 :	0 1 0 
wam.txt 9237 :	1 1 1 
wam.txt 9238 :	0 1 1 
wam.txt 9239 :	0 1 0 
wam.txt 9240 :	0 1 1 
wam.txt 9241 :	0 1 0 
wam.txt 9242 :	0 0 1 
wam.txt 9243 :	0 1 1 
wam.txt 9244 :	0 1 1 
wam.txt 9245 :	0 1 0 
wam.txt 9246 :	0 1 1 
wam.txt 9247 :	0 0 0 
wam.txt 9248 :	0 1 1 
wam.txt 9249 :	0 1 1 
wam.txt 9250 :	0 1 1 
wam.txt 9251 :	0 1 1 
wam.txt 9252 :	0 1 1 
wam.txt 9253 :	0 1 1 
wam.txt 9254 :	0 1 1 
wam.txt 9255 :	0 0 0 
wam.txt 9256 :	1 0 1 
wam.txt 9257 :	0 1 1 
wam.txt 9258 :	0 0 1 
wam.txt 9259 :	0 1 1 
wam.txt 9260 :	0 0 1 
wam.txt 9261 :	0 0 1 
wam.txt 9262 :	0 1 1 
wam.txt 9263 :	0 1 1 
wam.txt 9264 :	0 1 1 
wam.txt 9265 :	0 1 1 
wam.txt 9266 :	0 1 1 
wam.txt 9267 :	0 1 1 
wam.txt 9268 :	1 0 1 
wam.txt 9269 :	1 1 1 
wam.txt 9270 :	1 1 1 
wam.txt 9271 :	0 1 1 
wam.txt 9272 :	1 0 1 
wam.txt 9273 :	0 1 1 
wam.txt 9274 :	0 0 1 
wam.txt 9275 :	0 1 1 
wam.txt 9276 :	0 0 1 
wam.txt 9277 :	1 0 1 
wam.txt 9278 :	0 0 1 
wam.txt 9279 :	0 1 1 
wam.txt 9280 :	0 0 1 
wam.txt 9281 :	0 0 1 
wam.txt 9282 :	0 0 1 
wam.txt 9283 :	0 0 1 
wam.txt 9284 :	0 1 1 
wam.txt 9285 :	0 1 1 
wam.txt 9286 :	0 0 1 
wam.txt 9287 :	0 1 1 
wam.txt 9288 :	0 0 1 
wam.txt 9289 :	0 0 1 
wam.txt 9290 :	0 0 1 
wam.txt 9291 :	0 0 0 
wam.txt 9292 :	0 0 1 
wam.txt 9293 :	0 1 1 
wam.txt 9294 :	0 0 0 
wam.txt 9295 :	0 1 1 
wam.txt 9296 :	0 0 1 
wam.txt 9297 :	1 0 1 
wam.txt 9298 :	0 1 1 
wam.txt 9299 :	0 0 0 
wam.txt 9300 :	0 0 0 
wam.txt 9301 :	0 0 1 
wam.txt 9302 :	0 1 1 
wam.txt 9303 :	0 1 0 
wam.txt 9304 :	0 1 1 
wam.txt 9305 :	0 0 1 
wam.txt 9306 :	0 1 1 
wam.txt 9307 :	0 0 1 
wam.txt 9308 :	0 1 1 
wam.txt 9309 :	0 1 1 
wam.txt 9310 :	0 1 1 
wam.txt 9311 :	0 0 1 
wam.txt 9312 :	0 0 1 
wam.txt 9313 :	0 0 1 
wam.txt 9314 :	0 1 0 
